IND_DESC,LOCAL_TIV,LOCAL_CURRENCY,REPORTDATE,PROJ_NAME,PROJECT_TYPE,PJ_SIC_NAM,SICPRODUCT,OWNER_NAME,P_STATUS_D,P_SIC_DESC,PLANT_NAME,P_ULT_NAME,PLANT_ADDR,PLANT_CITY,PLANT_ST,PL_ST_NAME,PL_COUNTRY,PLANT_ZIP,PL_PHONE,LONGITUDE,LATITUDE,PEC_ZONE,MARKET_REG,WORLD_ID,COUNTY_ID,COUNTY_DES,ACT_DESC,COMPLETION,CO_PRECISN,SCOPE,SCHEDULE,PLANT_ID,PL_PARENT,PARENTNAME,PRJ_QCDATE,CAP_DESC,REPORT_LINK,PROJ_PROB
Metals & Minerals,1000000,USD,13-Dec-24,DUNKIRK GLASS CONTAINERS 4Q26 MAINTENANCE SHUTDOWN,"Maintenance Event (Outages, Turnarounds, Shutdowns)",Glass Containers,"Containers for packing, bottling, and canning: glass-mfg",Ardagh Group,Operational,Glass Containers,Dunkirk Glass Containers,ARD Holdings SA,524 East Center Street,Dunkirk,IN,Indiana,U.S.A.,473361365,+1 7657687891,-85.198138,40.371471,IN*02,Great Lakes U.S.A.,1,,Jay,Scheduled Maintenance,12-Dec-26,MONTH,"Ardagh Group performs Maintenance Planning and Scheduling for Glass Containers 4Q26 Maintenance Shutdown. NORMAL INSPECTIONS/REPAIRS TO: 4MM Glass Containers (Bottles & Jars)/day Mfg Facility during a 1-week Maintenance Shutdown. REQUIRES MRO TO: (2) 500 T/d Gas-Oxy Fired Glass Furnaces, Glass Forming Equipment, Refractory Linings, Re-bricking, Mechanical/Electrical Upgrades, Pumps, Burners, Annealing Lehrs, Cooling System Mods, Air Blowers, Pressure Regulators, Safety Shutoff Valves, Burner/Fuel Management System, Conveyors, Tanks (AST), Control Valves, Indicators/Controllers, Actuators, Feeders, Belts, Gears, Packaging/Loadout Equipment, Compressors (Air), Wirings, Rollers, Ladles, Cranes, Hoppers, Bins, Drives, Motors, Combustion Pipings, Gauges, Meters, MCC, Nozzles, Bushings, Controls (PLC). ENVIRONMENTAL MRO: (A) Ventilation & Exhaust System, Baghouses Mods, Dust Collectors, Ducting, Filters, Sensors, Fans, Monitors; (L) Spill Containment.",Ardagh Group continues with Maintenance Planning and Scheduling through 3Q26 (Aug). Ardagh Group will release Equipment RFQs & Maintenance Subcontractor Bid Documents through 4Q26 (Oct) - 4Q26. The 1-week Maintenance Shutdown is scheduled to Kick-Off 4Q26 (Dec).,1036484,1015672,Ardagh Group,13-Dec-24,Glass Containers,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301034150,Medium (70-80%)
Power,425000000,USD,12-Dec-24,CARMI GRASSROOT MEADOW SPRINGS 150MW (PV) SOLAR AND 150MW BATTERY (BESS),Grassroot,Electricity/Steam [IPP],Nonutility Owned Power Generation,Vesper Energy,Planned,Electricity/Steam [IPP],Meadow Springs Renewable Energy PV,Magnetar Capital,CR 1700N & CR 1200E,Carmi,IL,Illinois,U.S.A.,62821,+1 8174597538,-88.1441,38.117849,IL*03,Great Lakes U.S.A.,1,,White,Detailed Design,31-Dec-28,YEAR,"Vesper Energy continues Detailed Design for the Meadow Springs Solar and Battery Energy Storage System. DETAILS: Construct a Grassroot 150MW Solar Facility utilizing Photovoltaic Solar Panels and a 150MW Battery Energy Storage System utilizing Lithium Ion Technology and associated equipment. REQUIRES:  Civil site preparation, Concrete foundations, Battery Containers, Tracking system, Interconnection Substation (Breakers, Transformers, Switchgear), MCC, DCS, SCADA, Cabling, Controls System, Conduit, Power Inverters, Operations & Maintenance Building, Voltage Regulators, Panels, Electrical Collection System, Conversion Station, Waterproof Enclosures, Combiner Boxes, Junction Boxes, Fiber Optic Data Communication Cable, Battery Chargers, Battery Management System, Storage enclosure, Cooling System. ENVIRONMENTAL: (L) Trenching, Roads and Landscaping.",Vesper Energy continues Detailed Design through Permitting/AFE Approvals 1Q27 (Jan). Vesper Energy will release RFP's for General Contractors 1Q27 (Feb). Selected General Contractor to release RFQ's for Equipment 2Q27 (May). RFP's with Bid Documents to be released for Specialty Subcontractors and Consumables through 1Q28 (Feb). Construction Kick off 4Q27 (Nov). Construction Completion expected 4Q28 (Dec).,3620778,3245132,Vesper Energy,13-Dec-24,Electricity,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301033816,Low (0-69%)
Power,550000000,USD,12-Dec-24,MILLERSVILLE GRASSROOT SCOPUS 200MW (PV) SOLAR & 200MW BATTERY (BESS),Grassroot,Electricity/Steam [IPP],Nonutility Owned Power Generation,Vesper Energy,Planned,Electricity/Steam [IPP],Scopus PV Solar,Magnetar Capital,Co Rd 336,Marble Hill,MO,Missouri,U.S.A.,63766,+1 8174597538,-89.909224,37.402971,MO*02,Midwest U.S.A.,1,,Bollinger,Site Characterization,31-Dec-28,YEAR,"Vesper Energy continues Site Characterization for the Scopus Solar and Battery Storage Facility. DETAILS: Construct a Grassroot 200MW Solar Facility utilizing Photovoltaic Solar Panels and a 200MW Battery Energy Storage Facility utilizing Lithium Ion Technology or best technology available. REQUIRES: Civil Site Preparation, Foundations, Ground-mounted on Steel Single-Axis Tracking System, Solar Panels, Power Inverters, Pad Mount Transformers, Combiner Boxes, SCADA, Circuit Breakers, Switchgear, Connectors, Mounting Panels,  Terminal Blocks, Protective Relays, Underground Waterproof Enclosures, Fiber Optics Cable, Communication Equipment, Safety System, Foundations, ESD Modules, Power Inverters, Electrical Cable & Cable Trays, Instrumentation and Controls System, Battery Management System, Racks, Metering System, Remote Operation and Monitoring System, Grounding, Substation Interconnection, Breakers, Disconnects, Fire Detection & Suppression System, Conduit, Fencing and Security, Panels, Battery Chargers, Terminations, Grounding, DCS, SCADA. ENVIRONMENTAL: (L) Spill Containment, Roads and Landscaping, Trenching.",Vesper Energy continues Site Characterization through Permitting/AFE Approvals 1Q27 (Jan). Vesper Energy will release RFP's for General Contractors 1Q27 (Feb). Selected General Contractor to release RFQ's for Equipment 2Q27 (May). RFP's with Bid Documents to be released for Specialty Subcontractors and Consumables through 4Q27 (Dec). Construction Kick off 2Q27 (Jun). Construction Completion expected 4Q28 (Dec).,3620783,3245132,Vesper Energy,13-Dec-24,Electricity,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301033809,Low (0-69%)
Metals & Minerals,6000000,USD,13-Dec-24,PITTSBORO STEEL BAR MILL 2026 MAINTENANCE SHUTDOWNS,Maintenance Program,Steel Works & Blast Furnaces,"Bars, steel: made in steel works or hot-rolling mills-mfg",Steel Dynamics Incorporated,Operational,Steel Works & Blast Furnaces,Pittsboro Steel Bar Mill,Steel Dynamics Incorporated,8000 North County Road 225 East,Pittsboro,IN,Indiana,U.S.A.,461679094,+1 3178927000,-86.481321,39.872949,IN*02,Great Lakes U.S.A.,1,,Hendricks,Maintenance Programs,30-Nov-26,YEAR,"Steel Dynamics Incorporated with D Martin Enterprises Incorporated (Refractory Bricking Supplier) performs Maintenance Planning and Scheduling for a Steel Bar Mill 2026 Maintenance Shutdowns. NORMAL INSPECTIONS/REPAIRS TO: 950,000 T/yr Steel Bar Mill during (2) 3-5 Day Shutdowns, and 12-Hour as needed Area & Equipment Maintenance Shutdowns, every 3 weeks. REQUIRES MRO TO: 125-Ton/hr Batch-Mode Electric Arc Furnace, 125-Ton/hr Ladle Metallurgy Furnace, 125-Tons/hr Vacuum Tan Degasser, 38.4 MMBtu/hr Flare, 3-Strand Continuous Bloom Caster (125-Tons/hr), Caster Cutting Torches, Tundish, Bar Rolling Mill, #1 185 MMBtu/hr Walking Beam Reheat Furnace, #2 90.8 MMBtu/hr Natural Gas-Fired Reheat Furnace, Ladle Preheaters, Tundish Dryers, Tundish Preheaters, Precision Rolling Mill, 3,000 PSI Primary Descaler, Bar Finishing, Vertical/Horizontal 5-Stand Pomini Roughing Mill, Natural Gas-Fired Heat Treating Furnaces, Straighteners, Turning/Polishing Equipment, (4) Tricam Abrasive Saws, Precision Cutting Equipment, 8-Stand Morgard Shammar Finishing Mill, Bar Inspection Equipment, Hydraulics, Conveyor System, Overhead Cranes, Tundish Preheaters, Temper Line, 26,700 gal/min Melt Shop Non-Contact Cooling Tower, 2,000 gal/min VTD Contact Cooling Tower, 9,700 gal/min Bar Mill Contact Cooling Tower, 5,600 gal/min Bar Mill Non-Contact Cooling Tower, Cooling Beds, Anneal Line, Crank Shears, Quench Tank, 80"" Danieli Stacker, VTD/5 Injector Steam System, 69.0 MMBtu/hr VTD Boiler, 528 hp Natural Gas-Fired Emergency Generator, Silos, Lube Oil & Cooling Water System, Pumps, Pipings, Transformers, Switchgear, MCC, Motors, Drives plus Controls (PLC). ENVIRONMENTAL MRO: (A) Exhaust & Ventilation System, 650,000 SCFM Baghouse, EAF Dust Handling System, Ducting, Direct Shell Evacuation (DSE) System, Scrubber; (L) Spill Containment.",Steel Dynamics Incorporated with D Martin Enterprises Incorporated (Refractory Bricking Supplier) continues with Maintenance Planning and Scheduling through 4Q25 (Dec). Steel Dynamics Incorporated will release Equipment RFQs & Maintenance Subcontractor Bid Documents 1Q26 (Jan/Feb). The 1st 3-5 Day Maintenance Shutdown is scheduled to Kick-Off 2Q26 (Apr). The 2nd 3-5 Day Maintenance Shutdown is scheduled to Kick-Off 4Q26 (Nov). Project Completion 4Q26 (Nov).,1025896,1035081,Steel Dynamics Incorporated,13-Dec-24,Steel Making,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301034080,Medium (70-80%)
Chemical Processing (CPI),1000000,USD,13-Dec-24,CRESTLINE PESTICIDES AND HERBICIDES PLANT 2026 MAINTENANCE TURNAROUND PROGRAM,Maintenance Program,Pesticides & Agricultural Chemicals,"Pesticides, agricultural-mfg",PBI Gordon Corporation,Operational,Pesticides & Agricultural Chemicals,Crestline Pesticides and Herbicides,PBI Gordon Corporation,7530 South East Boston Mills Road,Crestline,KS,Kansas,U.S.A.,667395295,+1 6208483849,-94.695094,37.1135972,KS*01,Midwest U.S.A.,1,,Cherokee,Maintenance Programs,26-Dec-26,QUARTER,"PBI Gordon Corporation performs Planning and Scheduling for Pesticides Plant 2026 Maintenance Turnaround Program. PERFORM ROUTINE INSPECTIONS AND REPAIRS TO: Pesticides production area plus supporting equipment and utilities. REQUIRES MRO AND NDE TO: Heat Exchangers, Reactor Vessels, Tanks, Pumps and Motors (VS), Control Valves, Compressors (Gas & Air), Digital Transmitters/Controllers, Temperature Sensors, Level Indicators, Flowmeters, Columns and Towers, Condensers. ENVIRONMENTAL: (A) Vent System, Ducting, Filters.","PBI Gordon Corporation continues with Maintenance Planning and Scheduling through 4Q25 (Nov). Upon completion of Scheduling, PBI Gordon Corporation will begin to release Equipment RFQs and Subcontractor Bid Documents 4Q25 (Dec). Multiple approximately 4-Day to 1-Week long staggered rolling individual line & unit outages are done based on production schedules to Kick-Off 1Q26 (Jan) through 4Q26 (Dec) as needed.",1024712,1520661,PBI Gordon Corporation,13-Dec-24,,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301034018,Medium (70-80%)
Industrial Manufacturing,20000000,USD,12-Dec-24,LOUISVILLE UNIVERSITY STEAM TO HOT WATER CONVERSION,Conversion,Steam & Air-Conditioning Supply,Hot Water Supply,University of Louisville,Operational,"Colleges, Universities & Professional Schools",Louisville University Physical Plant,University of Louisville,2301 South 3rd Street,Louisville,KY,Kentucky,U.S.A.,402081802,+1 5028526241,-85.760133,38.215047,KY*02,Great Lakes U.S.A.,1,,Jefferson,Project Scope,31-Aug-29,YEAR,"University of Louisville Performs Project Scope for a Central Steam to Low Temperature Hot Water Conversion. DETAILS: Replace Steam with Decentralized Hot Water Plants and Convert to Multiple Low-Temperature Hot Water Plants Using Heat Recovery Chillers (Capacity/ Manufacturer TBD) to Help Eliminate Steam Utilization at Building Levels. REQUIRES: Excavation, Retrofits, Pumps, Valves, Compressors, Air Heaters, Controls, Manifolds, Burners, Economizer, Spray Dryer, Heat Exchangers, Distribution Piping and Motors. ENVIRONMENTAL: (A) CEMS, Ventilation and Exhaust System, Ducting; (L) Used Equipment Disposal.","University of Louisville Continues with Project Scope through AFE Approval 2Q27 (Jun). Subject to Approval, University of Louisville Releases RFQ's and Bid Documents for Subcontractors 3Q27 (Aug) - 4Q27 (Dec). Construction Kick-Off 1Q28 (Feb). Expected Project Completion 3Q29 (Aug).",3045822,1079370,University of Louisville,12-Dec-24,,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301033638,Medium (70-80%)
Chemical Processing (CPI),1000000,USD,13-Dec-24,SALEM CHARCOAL PLANT 2026 FALL MAINTENANCE TURNAROUND PROGRAM,Maintenance Program,Industrial Inorganic Chemicals,"Carbon, activated-mfg",Royal Oak Enterprises Incorporated,Operational,Industrial Inorganic Chemicals,Salem Charcoal,Royal Oak Enterprises Incorporated,673 State Highway JJ,Salem,MO,Missouri,U.S.A.,65560,+1 5737294133,-91.512611,37.719306,MO*02,Midwest U.S.A.,1,,Dent,Maintenance Programs,31-Dec-26,QUARTER,"Royal Oak performs Planning and Scheduling for Charcoal Plant 2026 Fall Maintenance Turnaround Program. PERFORM ROUTINE INSPECTIONS AND REPAIRS TO: Charcoal Plant plus area utilities. REQUIRES MRO/NDE & PM OF: Kilns, Refractory, Fans and Blowers, Heat Exchangers, Packaging Equipment, Hydraulics, Controls (PLC), Presses, Pipe Racks, Bins and Hoppers, Screens, Conveyors (Belt, Screw and Pneumatic), Pumps and Motors, Temperature Sensors, Flowmeters, Dryers, Silos, Burners, Mixer, Scales, Hammermills, Sprayers, Electric Utilities. ENVIRONMENTAL MRO & PM OF: (A) Dust Collection, Broken Bag Detection, Filters.","Royal Oak continues with Maintenance Planning and Scheduling through 2Q26 (Jun). Upon completion of Scheduling, Royal Oak begins to release Equipment RFQs and Subcontractor Bid Documents 3Q26 (Jul) as needed to supplement in-house workforce. Three approximately 1-Week Production area Maintenance Turnarounds staggered as needed to Kick-Off throughout a 3Q26 (Sep) to 4Q26 (Dec) turnaround season window.",1509120,1030610,Royal Oak Enterprises Incorporated,13-Dec-24,,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301034129,Medium (70-80%)
Chemical Processing (CPI),1000000,USD,13-Dec-24,EVANSVILLE PAINT AND VARNISH PLANT 2026 MAINTENANCE TURNAROUND PROGRAM,Maintenance Program,"Paints, Varnishes, Lacquers, Enamels, & Allied Products",Plastics base paints and varnishes-mfg,Red Spot Paint and Varnish Company Incorporated,Operational,"Paints, Varnishes, Lacquers, Enamels, & Allied Products",Evansville Paint and Varnish,Red Spot Paint and Varnish Company Incorporated,1107 East Louisiana Street,Evansville,IN,Indiana,U.S.A.,477114747,+1 8124289100,-87.54697,37.986035,IN*03,Great Lakes U.S.A.,1,,Vanderburgh,Maintenance Programs,31-Dec-26,QUARTER,"Red Spot Paint and Varnish Company Incorporated performs Planning and Scheduling for 2026 Maintenance Turnarounds. PERFORM ROUTINE INSPECTIONS AND REPAIRS TO: Plant producing Paints and Varnishes plus area utilities. REQUIRES MRO AND NDE OF: Reactor Vessels, Heat Exchanger, Boilers, Pumps and Motors (VS), Mixing and Blending Equipment, Pipe Racks, Tanks, Agitators, Flowmeters, Piping (SS/Stainless Steel & CS/Carbon Steel), Controls (DCS), Control Valves, Mills, Dispersers, Packing Machines, Digital Transmitters/Controllers, Temperature Sensors, Electric Utilities. ENVIRONMENTAL MRO: (A) Vent System, Filters.","Red Spot Paint and Varnish Company Incorporated continues with Maintenance Planning and Scheduling through 4Q25 (Nov). Upon completion of Scheduling, Red Spot Paint and Varnish Company Incorporated will release Equipment RFQs and Subcontractor Bid Documents 4Q25 (Dec). 1 to 2-Day Maintenance Turnarounds are done periodically throughout the year as needed for repairs typically beginning in 1Q26 (Feb). The final 3 to 5-Day Maintenance Turnaround to Kick-Off 4Q26 (Dec).",1010460,1512294,Red Spot Paint and Varnish Company Incorporated,13-Dec-24,,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301034013,Medium (70-80%)
Chemical Processing (CPI),1000000,USD,21-Dec-23,SALEM CHARCOAL PLANT 2025 FALL MAINTENANCE TURNAROUND PROGRAM,Maintenance Program,Industrial Inorganic Chemicals,"Carbon, activated-mfg",Royal Oak Enterprises Incorporated,Operational,Industrial Inorganic Chemicals,Salem Charcoal,Royal Oak Enterprises Incorporated,673 State Highway JJ,Salem,MO,Missouri,U.S.A.,65560,+1 5737294133,-91.512611,37.719306,MO*02,Midwest U.S.A.,1,,Dent,Maintenance Programs,31-Dec-25,QUARTER,"Royal Oak performs Planning and Scheduling for Charcoal Plant 2025 Fall Maintenance Turnaround Program. PERFORM ROUTINE INSPECTIONS AND REPAIRS TO: Charcoal Plant plus area utilities. REQUIRES MRO/NDE & PM OF: Kilns, Refractory, Fans and Blowers, Heat Exchangers, Packaging Equipment, Hydraulics, Controls (PLC), Presses, Pipe Racks, Bins and Hoppers, Screens, Conveyors (Belt, Screw and Pneumatic), Pumps and Motors, Temperature Sensors, Flowmeters, Dryers, Silos, Burners, Mixer, Scales, Hammermills, Sprayers, Electric Utilities. ENVIRONMENTAL MRO & PM OF: (A) Dust Collection, Broken Bag Detection, Filters.","Royal Oak continues with Maintenance Planning and Scheduling through 2Q25 (Jun). Upon completion of Scheduling, Royal Oak begins to release Equipment RFQs and Subcontractor Bid Documents 3Q25 (Jul) as needed to supplement in-house workforce. Three approximately 1-Week Production area Maintenance Turnarounds staggered as needed to Kick-Off throughout a 3Q25 (Sep) to 4Q25 (Dec) turnaround season window.",1509120,1030610,Royal Oak Enterprises Incorporated,13-Dec-24,,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=300940459,Medium (70-80%)
Power,165000000,USD,12-Dec-24,CHEBOYGAN GRASSROOT 110MW NORTHERN WATERS PV SOLAR,Grassroot,Electricity/Steam [IPP],Nonutility Owned Power Generation,Cheboygan Solar Farm LLC,Planned,Electricity/Steam [IPP],Northern Waters PV Solar,Energias de Portugal SA (EDP),N Black River Rd & Twin Lakes Rd,Cheboygan,MI,Michigan,U.S.A.,49721,+1 3466101819,-84.382249,45.543915,MI*03,Great Lakes U.S.A.,1,,Cheboygan,Site Study,31-Dec-27,YEAR,"Cheboygan Solar Farm LLC a subsidiary of EDP Renewables continues Site Study for the 110MW Northern Waters Solar Project. DETAILS: Cheboygan Solar will construct an 110MW solar farm on 1556 acres utilizing photovoltaic solar panels,  Inverters and associated facilities. REQUIRES: Civil Site Preparation, Foundations, Ground-mounted on Steel Single-Axis Tracking System, Solar Panels, Power Inverters, Pad-Mount Transformers, Combiner Boxes, MCC, DCS, SADA, Circuit Breakers, Switchgear, Connectors, Mounting Panels,  Terminal Blocks, Protective Relays, Underground Waterproof Enclosures, Fiber Optics Cable., Communication Equipment, Safety System. ENVIRONMENTAL: (L) Roads, Landscaping, and","Cheboygan Solar Farm LLC a subsidiary of EDP Renewables continues Site Study through Permitting/AFE 2Q26 (Jun). Cheboygan Solar will release RFP's for EPC 2Q26 (Jun). The selected EPC will Release remaining RFQ'S with Bid Documents for Equipment 3Q26 (Sep), and for Consumables and Specialty Subcontractors as needed 2Q27 (Jun). Construction kick-off expected 1Q27 (Jan). Project completion expected by 4Q27 (Dec).",3620754,3515219,Cheboygan Solar Farm LLC,12-Dec-24,Electricity,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301033741,Low (0-69%)
Metals & Minerals,6000000,USD,12-Dec-23,PITTSBORO STEEL BAR MILL 2025 MAINTENANCE SHUTDOWNS,Maintenance Program,Steel Works & Blast Furnaces,"Bars, steel: made in steel works or hot-rolling mills-mfg",Steel Dynamics Incorporated,Operational,Steel Works & Blast Furnaces,Pittsboro Steel Bar Mill,Steel Dynamics Incorporated,8000 North County Road 225 East,Pittsboro,IN,Indiana,U.S.A.,461679094,+1 3178927000,-86.481321,39.872949,IN*02,Great Lakes U.S.A.,1,,Hendricks,Maintenance Programs,28-Nov-25,YEAR,"Steel Dynamics Incorporated with D Martin Enterprises Incorporated (Refractory Bricking Supplier) performs Maintenance Planning and Scheduling for a Steel Bar Mill 2025 Maintenance Shutdowns. NORMAL INSPECTIONS/REPAIRS TO: 950,000 T/yr Steel Bar Mill during (2) 3-5 Day Shutdowns, and 12-Hour as needed Area & Equipment Maintenance Shutdowns, every 3 weeks. REQUIRES MRO TO: 125-Ton/hr Batch-Mode Electric Arc Furnace, 125-Ton/hr Ladle Metallurgy Furnace, 125-Tons/hr Vacuum Tan Degasser, 38.4 MMBtu/hr Flare, 3-Strand Continuous Bloom Caster (125-Tons/hr), Caster Cutting Torches, Tundish, Bar Rolling Mill, #1 185 MMBtu/hr Walking Beam Reheat Furnace, #2 90.8 MMBtu/hr Natural Gas-Fired Reheat Furnace, Ladle Preheaters, Tundish Dryers, Tundish Preheaters, Precision Rolling Mill, 3,000 PSI Primary Descaler, Bar Finishing, Vertical/Horizontal 5-Stand Pomini Roughing Mill, Natural Gas-Fired Heat Treating Furnaces, Straighteners, Turning/Polishing Equipment, (4) Tricam Abrasive Saws, Precision Cutting Equipment, 8-Stand Morgard Shammar Finishing Mill, Bar Inspection Equipment, Hydraulics, Conveyor System, Overhead Cranes, Tundish Preheaters, Temper Line, 26,700 gal/min Melt Shop Non-Contact Cooling Tower, 2,000 gal/min VTD Contact Cooling Tower, 9,700 gal/min Bar Mill Contact Cooling Tower, 5,600 gal/min Bar Mill Non-Contact Cooling Tower, Cooling Beds, Anneal Line, Crank Shears, Quench Tank, 80"" Danieli Stacker, VTD/5 Injector Steam System, 69.0 MMBtu/hr VTD Boiler, 528 hp Natural Gas-Fired Emergency Generator, Silos, Lube Oil & Cooling Water System, Pumps, Pipings, Transformers, Switchgear, MCC, Motors, Drives plus Controls (PLC). ENVIRONMENTAL MRO: (A) Exhaust & Ventilation System, 650,000 SCFM Baghouse, EAF Dust Handling System, Ducting, Direct Shell Evacuation (DSE) System, Scrubber; (L) Spill Containment.",Steel Dynamics Incorporated with D Martin Enterprises Incorporated (Refractory Bricking Supplier) continues with Maintenance Planning and Scheduling through 4Q24 (Dec). Steel Dynamics Incorporated will release Equipment RFQs & Maintenance Subcontractor Bid Documents 1Q25 (Jan/Feb). The 1st 3-5 Day Maintenance Shutdown is scheduled to Kick-Off 2Q25 (Apr). The 2nd 3-5 Day Maintenance Shutdown is scheduled to Kick-Off 4Q25 (Nov). Project Completion 4Q25 (Nov).,1025896,1035081,Steel Dynamics Incorporated,13-Dec-24,Steel Making,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=300937243,Medium (70-80%)
Industrial Manufacturing,2400000,USD,12-Dec-24,IOWA CITY UNIVERSITY CENTRAL PLANT NO. 1 CAPACITY EXPANSION,Plant Expansion,Steam & Air-Conditioning Supply,Chilled Water Supply,The University of Iowa,Operational,"Colleges, Universities & Professional Schools",Iowa City University Facilities,The University of Iowa,1 West Prentiss Street,Iowa City,IA,Iowa,U.S.A.,522401515,+1 3193355500,-91.539999,41.657351,IA*03,Midwest U.S.A.,1,,Johnson,Market Analysis,24-Jul-29,YEAR,"The University of Iowa Perform Market Analysis for the Central Pant No. 1 Capacity Expansion. DETAILS: Located within Central Plant No. 1, Dismantle and Remove Existing Equipment and Install New Efficient Equipment and Piping Connections to Distribute Chilled Water to the Bishop Alumni House, Jones Hall, Henderson Library and Allow for Further Expansion of the Natural Sciences Building and Brandon Hall Ultimately Connecting into the Existing Chilled Water Loop and the Chilled Water Plant. REQUIRES: Chilled & Hot Water/Steam Distribution Piping, Condensers, Transformers, Compressors (Air), Pumps, Valves, Controls. ENVIRONMENTAL: (A) Ventilation/Exhaust System, Ducting; (W) Waste Water Runoff.",The University of Iowa continues with Market Analysis through Final Approval 1Q26 (Mar). The University of Iowa  releases Equipment RFQs & Subcontractor Bid Documents 4Q26 (Dec). Tentative Construction Kick-Off 2Q27 (May). Estimated Project Completion 3Q29 (Jul).,1041913,1062024,The University of Iowa,12-Dec-24,,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301033635,Low (0-69%)
Power,10000000,USD,12-Dec-24,DES MOINES NATURAL GAS 575MW GREATER DES MOINES BLOCK 01 4Q26 MAINTENANCE OUTAGE,"Maintenance Event (Outages, Turnarounds, Shutdowns)",Electric Services [Public Utilities],Utility Owned Cogeneration,MidAmerican Energy Company,Operational,Electric Services [Public Utilities],Greater Des Moines Energy Center,Berkshire Hathaway Incorporated,4401A Carlisle Road,Pleasant Hill,IA,Iowa,U.S.A.,50327,+1 5152526867,-93.528331,41.556451,IA*02,Midwest U.S.A.,1,,Polk,Scheduled Maintenance,26-Oct-26,QUARTER,"MidAmerican Energy Company develops Maintenance Scope for 575MW Natural-Gas Combined Cycle Unit Block 01 24-Day 4Q26 Maintenance Outage. HOT GAS PATH INSPECTION AND REPAIRS TO: (2) 190MW Siemens Energy SGT6-5000F W501FD DLN SCR CO OFU Upgrade Heavy Frame Combustion Turbine with (2) Hamon Deltak Inc 1,500,000 lbs/hr 1,860 PSIG 1,050 deg F Three Pressure Reheat SCR CO NB 1676 LNB Heat Recovery Steam Generator (HRSG) and (1) Nebraska NB 4116 40,000 lbs/hr Watertube Boiler (1) 195MW Toshiba Energy Systems & Solutions Corporation Steam Turbine REQUIRES MRO TO: Combustion Turbine: (Journal Seals, Compressor Blades, Compressor Rotors, Compressor Turbine, Shroud Tips, Buckets, Nozzles, IGV, Thermocouples, Inlets, Exhaust Systems, Turbine Blades, Removal of Rotor, Seals, Shafts, Couplings, Packing, Gears, Sensors, Monitors, Filtration System, Actuators, Piping, Screens, Flex Hoses, Gaskets, Bearings, Bushings), Steam Turbine (Seals, Valves, Bearings and Lubrication Oil Delivery System and Filter Change Out), HRSG Inspection (Control Valves, Pumps, Motors, Instrumentation and Controls, BFW System), Balance of Plant Maintenance (Pumps and Motors), Non-Destructive Examination, Lubricating Oil System (Pumps, Filters, Sumps, Coolers, Instruments). ENVIRONMENTAL MRO TO: (A) CEMS Recalibration; (L) Spill Containment; (W) Demineralized Water and Wastewater System.","MidAmerican Energy Company conducts Maintenance Planning and Scheduling through AFE 1Q26 (Jan) and will release RFQ's 2Q26 (May) with Bid Documents for Equipment, Consumables and Specialty Subcontractors as required through 3Q26 (Jul). 575MW Natural Gas-Fired Combined Cycle Unit Block 01 24-Day Maintenance Outage is Scheduled to Kick-Off 4Q26 (Oct). Maintenance Outage completion is expected 4Q26 (Oct).",1012874,1026106,MidAmerican Energy Company,12-Dec-24,Electricity,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301033604,Medium (70-80%)
