IND_DESC,LOCAL_TIV,LOCAL_CURRENCY,REPORTDATE,PROJ_NAME,PROJECT_TYPE,PJ_SIC_NAM,SICPRODUCT,OWNER_NAME,P_STATUS_D,P_SIC_DESC,PLANT_NAME,P_ULT_NAME,PLANT_ADDR,PLANT_CITY,PLANT_ST,PL_ST_NAME,PL_COUNTRY,PL_PHONE,LONGITUDE,LATITUDE,PEC_ZONE,MARKET_REG,WORLD_ID,COUNTY_DES,ACT_DESC,COMPLETION,CO_PRECISN,SCOPE,SCHEDULE,PLANT_ID,PL_PARENT,PARENTNAME,REPORT_LINK,KO_SLIP,PROJ_PROB
Power,100000000,USD,4-Dec-20,HOLTVILLE GRASSROOT 100MW VEGA SES 4 PV SOLAR PLANT,Grassroot,Electricity/Steam [IPP],Nonutility Owned Power Generation,"Apex Energy Solution, LLC",Planned,Electricity/Steam [IPP],Vega SES 4 PV Solar Plant,ZGlobal Incorporated/Western Grid Development,Highway 98 & Verde Drain,Holtville,CA,California,U.S.A.,+1 9169859461,-115.296028,32.689944,CA*09,West Coast U.S.A.,1,San Bernardino,Permitting,31-Jan-27,YEAR,"Apex Energy Solution, LLC with ZGlobal Incorporated/Western Grid Development (Parent) and HDR (Consultant) conducts Permitting for Grassroot 100MW VEGA SES 4 Solar Plant. DETAILS: Construct 100MW Plant on 531.53 acres utilizing Canadian Solar Photovoltaic panels and associated facilities. REQUIRES:  Civil Site Preparation, Reinforced Concrete Foundations, Aluminum Support Structure, Solar Panels, Fixed Racking System, Waterproof Underground Enclosures, Power Solar Inverters, Insulators, Connectors, Communication Cable, Interconnection Substation (Breakers, Transformers, Switchgear), Conversion Equipment, System Disconnect Switch,  SCADA Monitoring Equipment, Surge Protective Devices, Revenue Metering System, Voltage Regulators, Safety System. ENVIRONMENTAL: (L) Roads, Landscaping and Trenching.","Apex Energy Solution, LLC with ZGlobal Incorporated/Western Grid Development (Parent) and HDR (Consultant) continues Permitting through 2Q25 (Jun). Upon approvals, Apex Energy is to release RFP's for General Contractor 2Q25 (Jun). Selected General Contractor in turn releases remaining RFQ's with Bid Documents for Equipment 3Q25 (Sep), Consumables and Specialty Subcontractors as needed 2Q26 (Jun). Construction is scheduled for Kick-Off 1Q26 (Jan). Project completion is expected 1Q27 (Jan).",3439607,3365896,"Apex Energy Solution, LLC",https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=300653963,40,Low (0-69%)
Power,50000000,USD,7-Dec-20,CALIPATRIA GRASSROOT 5OMW SES 5 PV SOLAR PLANT,Grassroot,Electricity/Steam [IPP],Nonutility Owned Power Generation,"Apex Energy Solution, LLC",Planned,Electricity/Steam [IPP],Vega SES 5 PV Solar Plant,ZGlobal Incorporated/Western Grid Development,Noffainger Road and Weist Rd,Calipatria,CA,California,U.S.A.,+1 9169859461,-115.438029,33.214347,CA*09,West Coast U.S.A.,1,San Bernardino,Permitting,31-Jan-27,YEAR,"Apex Energy Solution, LLC with ZGlobal Incorporated/Western Grid Development (Parent) and HDR (Consultant) conducts Permitting for Grassroot 60MW SES 5 Solar Plant. DETAILS: Construct a 50MW Solar farm on 249.70 acres utilizing Canadian Solar Photovoltaic panels and associated facilities. REQUIRES: Civil Site Preparation, Reinforced Concrete Foundations, Aluminum Support Structure, Solar Panels, Fixed Racking System, Waterproof Underground Enclosures, Power Solar Inverters, Insulators, Connectors, Communication Cable, Interconnection Substation (Breakers, Transformers, Switchgear), Conversion Equipment, System Disconnect Switch,  SCADA Monitoring Equipment, Surge Protective Devices, Revenue Metering System, Voltage Regulators, Safety System. ENVIRONMENTAL: (L) Roads, Landscaping and Trenching.","Apex Energy Solution, LLC with ZGlobal Incorporated/Western Grid Development (Parent) and HDR (Consultant) continues Permitting through 2Q25 (Jun). Upon approvals, Apex Energy is to release RFP's for General Contractor 2Q25 (Jun). Selected General Contractor in turn releases remaining RFQ's with Bid Documents for Equipment 3Q25 (Sep), Consumables and Specialty Subcontractors as needed 2Q26 (Jun). Construction is scheduled for Kick-Off 1Q26 (Jan). Project completion is expected 1Q27 (Jan).",3439717,3365896,"Apex Energy Solution, LLC",https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=300654286,40,Low (0-69%)
Power,60000000,USD,7-Dec-20,CALIPATRIA GRASSROOT 60MW VEGA SES 3 PV SOLAR PLANT,Grassroot,Electricity/Steam [IPP],Nonutility Owned Power Generation,"Apex Energy Solution, LLC",Planned,Electricity/Steam [IPP],Vega SES 3 PV Solar Plant,ZGlobal Incorporated/Western Grid Development,1.5 Miles North of Coachella Canal Rd and Ted Kipf Rd,Calipatria,CA,California,U.S.A.,+1 9169859461,-115.415104,33.229379,CA*09,West Coast U.S.A.,1,San Bernardino,Permitting,31-Jan-27,YEAR,"Apex Energy Solution, LLC with ZGlobal Incorporated/Western Grid Development and HDR (Consultant) conducts Permitting for Grassroot 60MW VEGA SES 3 solar farm. DETAILS: Construct solar farm on 240 acres utilizing Canadian Solar Photovoltaic single axis panels and associated facilities. REQUIRES: Civil Site Preparation, Reinforced Concrete Foundations, Aluminum Support Structure, Solar Panels, Fixed Racking System, Waterproof Underground Enclosures, Power Solar Inverters, Insulators, Connectors, Communication Cable, Interconnection Substation (Breakers, Transformers, Switchgear), Power Conversion Equipment, System Disconnect Switch, Programmable Logic Controllers (PLC), Combiner Boxes, Recombiner Boxes, SCADA Monitoring Equipment, Surge Protective Devices, Revenue Metering System, Voltage Regulators, Distribution Bus, Safety System. ENVIRONMENTAL: (L) Roads, Landscaping and Trenching.","Apex Energy Solution, LLC with ZGlobal Incorporated/Western Grid Development (Parent) and HDR (Consultant) continues Permitting through 2Q25 (Jun). Upon approvals, Apex Energy is to release RFP's for General Contractor 2Q25 (Jun). Selected General Contractor in turn releases remaining RFQ's with Bid Documents for Equipment 3Q25 (Sep), Consumables and Specialty Subcontractors as needed 2Q26 (Jun). Construction is scheduled for Kick-Off 1Q26 (Jan). Project completion is expected 1Q27 (Jan).",3439719,3365896,"Apex Energy Solution, LLC",https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=300654283,40,Low (0-69%)
Power,240000000,USD,7-Dec-20,CALIPATRIA 240MW/960MWH VEGA SES 2  BATTERY ENERGY STORAGE SYSTEM (BESS) ADD,Unit Addition,Electricity/Steam [IPP],Nonutility Owned Co-Located Battery Storage,"Apex Energy Solution, LLC",Planned,Electricity/Steam [IPP],Vega SES 2 PV Solar Plant,ZGlobal Incorporated/Western Grid Development,Coachella Canal Rd and Ted Kipf Rd,Calipatria,CA,California,U.S.A.,+1 9169859461,-115.406152,33.215793,CA*09,West Coast U.S.A.,1,San Bernardino,Permitting,30-Jun-27,YEAR,"Apex Energy Solution, LLC with ZGlobal Incorporated/Western Grid Development (Parent) and HDR (Consultant) conducts Permitting for the Vega SES 2 battery storage Unit Addition. DETAILS: Construct a 240mw/960mwh battery storage facility on 1,472 acres utilizing Lithium-Ion Technology. REQUIRES: Civil Site Preparation, Controls System, Battery Management System, Racks, Metering System, Operation and Monitoring System, Grounding System, Compartment Cooling System, Substation Interconnection, Breakers, Disconnects, Transformers, Conduit, Fire Protection System, Charge Controllers, Battery Chargers, Terminations, SCADA. ENVIRONMENTAL: (L) Trenching, Excavation, and Landscaping.","Apex Energy Solution, LLC with ZGlobal Incorporated/Western Grid Development (Parent) and HDR (Consultant) continues Permitting through 2Q25 (Jun). Upon approvals, Apex Energy is to release RFP's for General Contractor 2Q25 (Jun). Selected General Contractor in turn releases remaining RFQ's with Bid Documents for Equipment 3Q25 (Sep), Consumables and Specialty Subcontractors as needed 3Q26 (Sep). Construction is scheduled for Kick-Off 1Q26 (Jan). Project completion is expected 2Q27 (Jun).",3439710,3365896,"Apex Energy Solution, LLC",https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=300654232,40,Low (0-69%)
Power,240000000,USD,7-Dec-20,CALIPATRIA GRASSROOT 240MW VEGA SES 2 PV SOLAR PLANT,Grassroot,Electricity/Steam [IPP],Nonutility Owned Power Generation,"Apex Energy Solution, LLC",Planned,Electricity/Steam [IPP],Vega SES 2 PV Solar Plant,ZGlobal Incorporated/Western Grid Development,Coachella Canal Rd and Ted Kipf Rd,Calipatria,CA,California,U.S.A.,+1 9169859461,-115.406152,33.215793,CA*09,West Coast U.S.A.,1,San Bernardino,Permitting,30-Jun-27,YEAR,"Apex Energy Solution, LLC with ZGlobal Incorporated/Western Grid Development (Parent) and HDR (Consultant) conducts Permitting for Grassroot 240MW VEGA SES 2 Solar Plant. DETAILS: Construct Solar farm on 1,472 acres utilizing Canadian Solar Photovoltaic single axis panels and associated facilities. REQUIRES: Civil Site Preparation, Reinforced Concrete Foundations, Aluminum Support Structure, Solar Panels, Fixed Racking System, Waterproof Underground Enclosures, Power Solar Inverters, Insulators, Connectors, Communication Cable, Interconnection Substation (Breakers, Transformers, Switchgear), Conversion Equipment, System Disconnect Switch,  SCADA Monitoring Equipment, Surge Protective Devices, Revenue Metering System, Voltage Regulators, Safety System. ENVIRONMENTAL: (L) Roads, Landscaping and Trenching.","Apex Energy Solution, LLC with ZGlobal Incorporated/Western Grid Development (Parent) and HDR (Consultant) continues Permitting through 2Q25 (Jun). Upon approvals, Apex Energy is to release RFP's for General Contractor 2Q25 (Jun). Selected General Contractor in turn releases remaining RFQ's with Bid Documents for Equipment 3Q25 (Sep), Consumables and Specialty Subcontractors as needed 3Q26 (Sep). Construction is scheduled for Kick-Off 1Q26 (Jan). Project completion is expected 2Q27 (Jun).",3439710,3365896,"Apex Energy Solution, LLC",https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=300654226,40,Low (0-69%)
Power,60000000,USD,7-Dec-20,CALIPATRIA 60MW/240MWH VEGA SES 3 BATTERY ENERGY STORAGE SYSTEM (BESS) ADDITION,Unit Addition,Electricity/Steam [IPP],Nonutility Owned Co-Located Battery Storage,"Apex Energy Solution, LLC",Planned,Electricity/Steam [IPP],Vega SES 3 PV Solar Plant,ZGlobal Incorporated/Western Grid Development,1.5 Miles North of Coachella Canal Rd and Ted Kipf Rd,Calipatria,CA,California,U.S.A.,+1 9169859461,-115.415104,33.229379,CA*09,West Coast U.S.A.,1,San Bernardino,Permitting,31-Jan-27,YEAR,"Apex Energy Solution, LLC with ZGlobal Incorporated/Western Grid Development (Parent) and HDR (Consultant) conducts Permitting for Grassroot Vega SES 3 Battery Storage Unit Addition. DETAILS: Construct a 60MW/240MWH battery storage facility on 240 acres untiling lithium-ion batteries containers. REQUIRES: Civil Site Preparation, Controls System, Battery Management System, Racks, Metering System, Operation and Monitoring System, Grounding System, Compartment Cooling System, Substation Interconnection, Breakers, Disconnects, Transformers, Conduit, Fire Protection System, Charge Controllers, Battery Chargers, Terminations, SCADA. ENVIRONMENTAL: (L) Trenching, Excavation, Landscaping.","Apex Energy Solution, LLC with ZGlobal Incorporated/Western Grid Development (Parent) and HDR (Consultant) continues Permitting through 2Q25 (Jun). Upon approvals, Apex Energy is to release RFP's for General Contractor 2Q25 (Jun). Selected General Contractor in turn releases remaining RFQ's with Bid Documents for Equipment 3Q25 (Sep), Consumables and Specialty Subcontractors as needed 2Q26 (Jun). Construction is scheduled for Kick-Off 1Q26 (Jan). Project completion is expected 1Q27 (Jan).",3439719,3365896,"Apex Energy Solution, LLC",https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=300654277,40,Low (0-69%)
Petroleum Refining (HPI),15000000,USD,17-Jan-23,WILMINGTON 1Q26 CRUDE & VACUUM UNIT MAINTENANCE TURNAROUND,"Maintenance Event (Outages, Turnarounds, Shutdowns)",Petroleum Refining,"Gasoline, except natural gasoline-mfg",Marathon Petroleum Corporation,Operational,Petroleum Refining,Los Angeles Refinery - Wilmington (Marathon),Marathon Petroleum Corporation,2101 East Pacific Coast Highway,Wilmington,CA,California,U.S.A.,+1 3105226000,-118.235332,33.794848,CA*08,West Coast U.S.A.,1,Los Angeles [souther,Scheduled Maintenance,2-Feb-26,YEAR,"Marathon Petroleum Corporation performs Maintenance Planning & Scheduling for 1Q26 Crude & Vacuum Unit Maintenance Turnaround. NORMAL INSP/MRO OF: Crude & Vacuum Unit (103,000 BBL/d). REQUIRES INSP/REPAIRS TO: Main Distillation Columns, Steam & Process Piping, Refractory, Heat Exchangers (Shell & Tube), Side Draw Strippers, Compressors (Air & Gas), Control/Check Valves, Heaters, Fin Fan Coolers, Indicators/Controllers, Overhead Condensers, Pumps, Motors, Nozzles, Electric Utilities, Gauges, MCC, Controls (DCS).","Marathon Petroleum Corporation continues Maintenance Planning & Scheduling through 2Q25 (Apr). Upon Finalization of Scope & Approvals, Marathon Petroleum Corporation releases Equipment RFQs & Subcontractor Bid Documents 2Q25 (Jun)-1Q26. Crude & Vacuum Unit Maintenance Turnaround is scheduled to Kick-Off 1Q26 (Jan).",1007820,1052664,Marathon Petroleum Corporation,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=300852269,10,Medium (70-80%)
Industrial Manufacturing,1000000,USD,13-Jan-25,SACRAMENTO SHEET METAL FABRICATION PLANT FY27 MAINTENANCE PROGRAM,Maintenance Program,Sheet Metal Work,"Concrete forms, sheet metal-mfg",Microform Precision LLC,Operational,Sheet Metal Work,Sacramento Sheet Metal Work,Microform Precision LLC,4244 South Market Court Suite A,Sacramento,CA,California,U.S.A.,+1 9164190580,-121.480747,38.646494,CA*02,West Coast U.S.A.,1,Sacramento,Maintenance Programs,31-Dec-27,MONTH,"Microform Precision LLC performs Maintenance Planning & Scheduling for a Sheet Metal Fabrication Plant FY27 Maintenance Program. NORMAL INSPECTION/REPAIR TO: 66,000 sqft Sheet Metal Fabrication Plant plus Supporting Equipment & Systems during (Weekly) Maintenance Shutdowns throughout the year. REQUIRES MRO TO: Metal Stamping Presses, Blanking Machines, Bending Machines, Forming Equipment, Drawing Machines, Curling & Thread Tapping Equipment, CNC Machining Equipment, Heat Treating & Plating Equipment, Compressors (Air), Motors (VS), Pumps, Drives, Material Handling Equipment, Packaging Equipment, Switchgear, Transformers, MCC plus Controls (PLC). ENVIRONMENTAL MRO: (A) Ventilation and Exhaust System, Ducting, Fans.","Microform Precision LLC continues with Maintenance Planning & Scheduling through 4Q26 (Dec). Upon Finalization of Plans and completion of Scheduling, Microform Precision LLC Releases Equipment RFQs and Bid Documents plus Reviews and Selects Subcontractors as needed 1Q27 (Jan) - 4Q27 (Dec). The (Weekly) Sheet Metal Fabrication Plant FY26 Maintenance Program is Scheduled to Kick-Off 1Q27 (Feb).  Expected Project Completion 4Q27 (Dec).",3401639,3337515,Microform Precision LLC,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301040646,0,Medium (70-80%)
Industrial Manufacturing,1000000,USD,13-Jan-25,SACRAMENTO SHEET METAL FABRICATION PLANT FY26 MAINTENANCE PROGRAM,Maintenance Program,Sheet Metal Work,"Concrete forms, sheet metal-mfg",Microform Precision LLC,Operational,Sheet Metal Work,Sacramento Sheet Metal Work,Microform Precision LLC,4244 South Market Court Suite A,Sacramento,CA,California,U.S.A.,+1 9164190580,-121.480747,38.646494,CA*02,West Coast U.S.A.,1,Sacramento,Maintenance Programs,31-Dec-26,MONTH,"Microform Precision LLC performs Maintenance Planning & Scheduling for a Sheet Metal Fabrication Plant FY26 Maintenance Program. NORMAL INSPECTION/REPAIR TO: 66,000 sqft Sheet Metal Fabrication Plant plus Supporting Equipment & Systems during (Weekly) Maintenance Shutdowns throughout the year. REQUIRES MRO TO: Metal Stamping Presses, Blanking Machines, Bending Machines, Forming Equipment, Drawing Machines, Curling & Thread Tapping Equipment, CNC Machining Equipment, Heat Treating & Plating Equipment, Compressors (Air), Motors (VS), Pumps, Drives, Material Handling Equipment, Packaging Equipment, Switchgear, Transformers, MCC plus Controls (PLC). ENVIRONMENTAL MRO: (A) Ventilation and Exhaust System, Ducting, Fans.","Microform Precision LLC continues with Maintenance Planning & Scheduling through 4Q25 (Dec). Upon Finalization of Plans and completion of Scheduling, Microform Precision LLC Releases Equipment RFQs and Bid Documents plus Reviews and Selects Subcontractors as needed 1Q26 (Jan) - 4Q26 (Dec). The (Weekly) Sheet Metal Fabrication Plant FY26 Maintenance Program is Scheduled to Kick-Off 1Q26 (Feb).  Expected Project Completion 4Q26 (Dec).",3401639,3337515,Microform Precision LLC,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301040647,0,Medium (70-80%)
Pharmaceutical & Biotech,5000000,USD,18-Jan-24,OCEANSIDE BIOLOGICS PHARMA DEVELOPMENT AND MANUFACTURING CLOSURE/RELOCATION,Closure,"Biological Products, Except Diagnostic Substances",Cellular and Gene Therapy Products,Gilead Sciences Incorporated,Operational,"Biological Products, Except Diagnostic Substances",Oceanside Viral Vector Gene Therapy,Gilead Sciences Incorporated,4010 Ocean Ranch Boulevard,Oceanside,CA,California,U.S.A.,+1 7609457701,-117.29535,33.207754,CA*10,West Coast U.S.A.,1,San Diego,Construction - Merit Shop,31-Jan-27,YEAR,"Gilead Sciences Incorporated Perform Construction (Dismantlement) of Biologics Pharmaceutical Development & Manufacturing Closure/Relocation. DETAILS: Within the 70,000 sqft facility phase out production of Monoclonal Antibody Simtuzumab and evaluate equipment for dismantlement and relocation to their other facility in California the Foster City facility. REQUIRES DISMANTLEMENT & RELOCATION OF:  Building Automation Systems (BAS), Building Management Systems (BMS), Ultra-Purification Equipment, Centrifuges (Clinical-Scale), Dryers, Mixing and Blending Equipment, Clean-In-Place Systems (CIP), Media Preparation Tanks/Areas, Steam-In-Place Systems (SIP), Cleanrooms (ISO 5-8/Class Class 100-100,000), Refrigeration, Aseptic Vial Filling Equipment, Checkweighers, Bar Coding/Scanning/Labeling Equipment, Cell Harvest Tanks, Water-For-Injection (WFI) Skids, Packaging Equipment, Chromatography Columns, Ultrafiltration/Diafiltration (UF/DF) Skids, Glass Wash Equipment, pH Meters, Allen Bradley Controls (PLC), Delta V Controls (DCS), Isolators, Single-Use and Stainless Steel Bioreactors (Clinical-Scale), Autoclaves (Clinical-Scale), Clean Steam Generators, Emergency Generators, Water Purification System (RO/DI). ENVIRONMENTAL MRO: (A) Air Emission Monitoring.","Gilead Sciences Incorporated Continue with Construction (Dismantlement) through 1Q27 (Jan). Gilead releases Equipment RFQs and Subcontractor Bid Documents as needed, 1Q24 (Jan)- 4Q26. Project Kick off 1Q24 (Jan). Project Completion 1Q27 (Jan).",3073363,1080250,Gilead Sciences Incorporated,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=300946609,0,High (81-99%)
Food & Beverage,5000000,USD,14-Jan-25,CROCKETT CANE SUGAR REFINERY 2025 MAINTENANCE PROGRAM,Maintenance Program,Cane Sugar Refining,Cane sugar refineries-mfg,C&H Sugar Company,Operational,Cane Sugar Refining,Crockett Cane Sugar Refinery,American Sugar Refining Incorporated,830 Loring Avenue,Crockett,CA,California,U.S.A.,+1 5107872121,-122.218788,38.056116,CA*03,West Coast U.S.A.,1,Contra Costa,Maintenance Programs,31-Dec-25,MONTH,"C&H Sugar Company (Subsidiary of American Sugar Refining) plans 2025 Maintenance Program of 800,000 Tons/Yr Raw Sugar Receiving & 6MM Lbs/d Sugar Cane Refinery. NORMAL INSPECTION/MRO OF: Cane Sugar Receiving and Associated Processing and Refining Equipment plus Utilities. REQUIRES REPAIRS/REPLACEMENTS TO: Raw Sugar Unloading & Handling Systems, (9) Storage Silos/Tanks, Conveyors, Extractors, Belts, Knives, Blades, Slicers, Crushers, Tower Diffuser, Evaporators, Centrifuges, Purifiers, Crystallizers, Pulp Dryer, Lime Kilns, Vacuum Pans, Screens, Filters, Clarifier, Pellet Mills, Granulator, Cooling System, Sugar Silos, Elevators, Screw Conveyors, Refiners, Packaging & Material Handling Equipment, Air Dryers, Pumps, Heat Exchanger, Motors, Compressors (Air), (2) Steam Turbines, Switchgears, Process Controls (PLC) & Utility Tie-Ins. ENVIRONMENTAL MRO: (A) Scrubber Systems, Exhaust System, Ducts, Dust Collection Systems; (W) Wastewater Treatment System.","C&H Sugar Company continues Planning & Scheduling for 2025 Cane Sugar Refinery Maintenance Programs and expects to finalize Maintenance Schedule 4Q24 (Dec) plus releases RFQs and Bid Documents for Subcontractors & Specialty Trades as needed to Support In-House Maintenance Crew 1Q25 (Jan) through 3Q25 (Aug). C&H Sugar Company indicates 2-Day (Every Other Weekend, Annual) & 3-Day (During Major Holidays) Maintenance Program Kick-Off 1Q25 (Jan). Project Completion 4Q25 (Dec).",1502285,1019918,C&H Sugar Company,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301041058,0,High (81-99%)
Oil & Gas Pipelines,30000000,USD,18-Oct-17,GOLETA GAVIOTA CRUDE OIL PUMP STATION REBUILD,Rebuild,Crude Petroleum Pipelines,Crude Oil Pump Stations,ExxonMobil Corporation,Mothballed,Crude Petroleum Pipelines,Gaviota Crude Oil Pump Station,Sable Offshore Corporation,17200 Calle Mariposa Reina,Goleta,CA,California,U.S.A.,+1 9729406000,-120.198248,34.476107,CA*07,West Coast U.S.A.,1,Santa Barbara,Permitting,31-Oct-26,YEAR,"ExxonMobil Corporation with SCS Engineers (Permitting) and SPEC Services Incorporated (Design Engineers) continues Local Permitting for a Crude Oil Pump Station Rebuild. DETAILS: Construct buildings and install (2) electric motor-driven mainline pump packages (size to-be-determined) to support a planned rebuild of lines 901 and 903 (Project ID 300392077) between Goleta and Pentland, CA. REQUIRES: Steel Frame Buildings, Install Electric Motor-Driven Pump Packages, Headers, Manifolds, Flanges, Control Valves, Pipe Racks, Gear Boxes, Pig Launching & Receiving Traps, Coatings, Electrical Utilities, MCC, Controls. ENVIRONMENTAL: (A) Leak Detection; (L) Containment, Liners.","ExxonMobil Corporation with SCS Engineers and SPEC Services Incorporated continue with Local Permitting through 2Q26 (Apr). Upon Approvals, ExxonMobil Corporation with SPEC Services Incorporated and selected G/C release remaining Equipment RFQs and Subcontractor Bid Documents 2Q26 (May - Jun). Expected Construction Kick-Off 3Q26 (Jul). Expected Project Completion 4Q26 (Oct).",3280324,3491281,Sable Offshore Corporation,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=300392105,69,Medium (70-80%)
Oil & Gas Pipelines,30000000,USD,18-Oct-17,GOLETA LAS FLORES CRUDE OIL PUMP STATION REBUILD,Rebuild,Crude Petroleum Pipelines,Crude Oil Pump Stations,ExxonMobil Corporation,Shuttered,Crude Petroleum Pipelines,Las Flores Crude Oil Pump Station,Plains All American Pipeline LP,North of Capitan on Corral Canyon Rd,Goleta,CA,California,U.S.A.,+1 5627282800,-120.041701,34.478707,CA*07,West Coast U.S.A.,1,Santa Barbara,Permitting,31-Oct-26,QUARTER,"ExxonMobil Corporation with SCS Engineers (Permitting) and SPEC Services Incorporated (Design Engineers) continues Local Permitting for a Crude Oil Pump Station Rebuild. DETAILS: Construct buildings and install (2) electric motor-driven mainline pump packages (size to-be-determined) to support a planned rebuild of lines 901 and 903 (Project ID 300392077) between Goleta and Pentland, CA. REQUIRES: Steel Frame Buildings, Install Electric Motor-Driven Pump Packages, Headers, Manifolds, Flanges, Control Valves, Pipe Racks, Gear Boxes, Pig Launching & Receiving Traps, Coatings, Electrical Utilities, MCC, Controls. ENVIRONMENTAL: (A) Leak Detection; (L) Containment, Liners.","ExxonMobil Corporation with SCS Engineers and SPEC Services Incorporated continue with Local Permitting through 2Q26 (Apr). Upon Approvals, ExxonMobil Corporation with SPEC Services Incorporated and selected G/C release remaining Equipment RFQ's and Subcontractor Bid Documents 2Q26 (May-Jun). Expected Construction Kick-Off 3Q26 (Jul). Expected Project Completion 4Q26 (Oct).",3280301,1083185,Plains All American Pipeline LP,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=300392093,69,Medium (70-80%)
Oil & Gas Pipelines,175000000,USD,18-Oct-17,GOLETA CRUDE OIL PIPELINES 901 & 903 ABANDONMENT AND REBUILD,Rebuild,Crude Petroleum Pipelines,Crude Oil Pipelines,ExxonMobil Corporation,Shuttered,Crude Petroleum Pipelines,Las Flores Crude Oil Pump Station,Plains All American Pipeline LP,North of Capitan on Corral Canyon Rd,Goleta,CA,California,U.S.A.,+1 5627282800,-120.041701,34.478707,CA*07,West Coast U.S.A.,1,Santa Barbara,Permitting,31-Oct-26,QUARTER,"ExxonMobil Corporation with SCS Engineers (Permitting) and SPEC Services Incorporated (Design Engineers) continues Local Permitting for Crude Oil Pipeline Rebuilds. DETAILS: Abandon and/or remove 122.9 miles of 24""- and 30""-diameter pipe, and install 123.4 miles (Line 901R: 10.7mi of 12""- and 38.6mi of 16""-diameter pipe, Line 903R: 74.1mi of 14""-diameter pipe) of new uninsulated pipe to carry up to 40,000 BBL/d of crude oil from Plains' existing Las Flores Pump Station (Plant ID 3280301) to Pentland, CA. REQUIRES: Trenching, Transmission Pipe, Cathodic Protection, Metering, (41) Control Valves (Motor Operated or Check), Coatings, Custody Transfer, Utilities and Controls. ENVIRONMENTAL: (A) Leak Detection; (L) Containment.","ExxonMobil Corporation with SCS Engineers and SPEC Services Incorporated continue with Local Permitting through 2Q26 (Apr). Upon approvals, ExxonMobil Corporation with SPEC Services and selected G/C release remaining Equipment RFQs and Subcontractor Bid Documents 2Q26 (May-Jun). Expected Construction Kick-Off 3Q26 (Jul). Expected Project Completion 4Q26 (Oct).",3280301,1083185,Plains All American Pipeline LP,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=300392077,69,Medium (70-80%)
Oil & Gas Pipelines,20000000,USD,19-Oct-17,SANTA MARIA SISQUOC CRUDE OIL STORAGE TANK ADDITION,Unit Addition,Petroleum Bulk Stations & Terminals,Crude Petroleum Storage,ExxonMobil Corporation,Operational,Crude Petroleum Pipelines,Sisquoc Crude Oil Pump Station,ExxonMobil Corporation,"North of Cambria Winery, off Santa Maria Mesa Rd",Santa Maria,CA,California,U.S.A.,+1 5627282800,-120.260559,34.889264,CA*07,West Coast U.S.A.,1,Santa Barbara,Permitting,31-Oct-26,QUARTER,"ExxonMobil Corporation with SCS Engineers (Permitting) and SPEC Services Incorporated (Design Engineers) continues Local Permitting for a Crude Oil Storage Tank Addition. DETAILS: At existing Sisquoc Pump Station, construct (1) 120,000 BBL crude oil storage tank, (2) crude heaters, and (2) electric motor-driven booster pumps (size to-be-determined) to support a planned rebuild of Plains' 40,000 BBL/d Lines 901 and 903 (Project ID 300392077). REQUIRES: Foundation, Tank-Pads, Headers, Tank, Control Valves, Pipe Racks Extensions and Tie-ins, Manifolds, Level Indicators, Electrical, Painting, Metering, Pumps, Motors, MCC, Coatings, Controls. ENVIRONMENTAL: (A) Leak Detection, Vapor Recovery; (L) Liners, Dikes, Containment.","ExxonMobil Corporation with SCS Engineers and SPEC Services Incorporated continue with Local Permitting through 2Q26 (Apr). Upon approvals, ExxonMobil Corporation with SPEC Services and selected G/C release remaining Equipment RFQs and Subcontractor Bid Documents 2Q26 (May-Jun). Expected Construction Kick-Off 3Q26 (Jul). Expected Project Completion 4Q26 (Oct).",3280320,1034021,ExxonMobil Corporation,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=300392355,69,Medium (70-80%)
